   RXTXRobot API version 4.5.5
0.0 -0.001571 -0.370544 0.540939
0.0 0.463707 1.975037 0.786766
1.145176 -0.471152 -1.629456 1.854919
1.145176 -0.471152 -1.629456 1.854919
4.578598 0.05799 -0.167068 -0.116648
3.463173 -0.099084 -0.159454 0.132448
4.506937 -2.790282 -10.843157 2.563709
10.871494 2.915419 10.089474 -3.649261
6.261501 0.051988 0.215683 0.145307
0.0 -0.066885 -0.046074 0.604803
4.674371 0.02493 -0.271206 0.131517
0.0 -0.416181 -1.644623 1.142479
0.0 0.273229 1.167053 0.899323
0.0 -0.056814 0.177948 1.789177
1.693736 0.013421 -0.136414 0.323856
0.641025 0.129186 0.259003 0.791393
0.0 -0.109785 0.193817 1.664461
5.890493 0.233115 1.242462 -0.097374
0.0 -0.15508 -0.279633 2.195213
0.0 0.173532 0.322922 0.624069
0.0 0.022499 -0.295837 0.540001
0.0 0.097549 0.161011 2.528656
0.0 0.050441 -0.453156 0.549683
0.0 0.0 -3.662079 0.549683
4.853493 -0.049594 -0.574158 1.894073
0.0 -0.074835 -0.32835 0.75658
0.0 -0.068515 -0.11969 0.159555
0.0 -0.339756 -1.185608 0.977036
0.0 0.227649 1.116753 0.96904
0.0 -0.091386 0.186733 0.655319
1.372021 0.197074 0.63929 -0.116947
0.0 0.0 3.22662 -0.116947
0.0 -0.025878 0.643375 1.273708
0.0 -0.084231 -0.092312 0.193726
0.0 1.32821 5.090575 1.180595
0.0 0.021307 0.328548 0.872326
0.0 -0.316572 -0.553837 1.319447
2.337914 -0.147759 -0.268158 0.207691
0.0 0.135786 0.286812 0.569171
0.0 -0.312384 -0.530506 0.823375
1.307311 0.048481 0.424221 0.487194
0.0 -0.009473 -0.097202 1.489778
2.315368 -0.161937 -0.625309 0.646834
0.0 -5.46E-4 0.187263 1.257036
1.313136 0.148398 0.511414 1.894422
0.0 0.033282 -0.262779 0.478408
2.430273 0.130081 0.126495 0.970057
0.0 -0.00179 0.439224 2.583578
0.0 0.189919 0.510201 0.365233
3.336951 -0.059032 -0.387733 0.115038
0.0 0.15244 0.706207 2.318337
0.0 0.182901 -0.467773 1.501955
0.0 0.045556 -0.096577 0.9363
2.526001 -0.001873 0.179688 0.855041
0.0 0.002198 0.076088 0.895081
0.0 0.026395 0.023151 0.764259
0.0 -0.053847 -0.349098 0.693542

Closing robot connection...
Resetting servos and motors...
3.483354 0.029495 0.273127 0.904175
0.0 -0.13002 -0.477573 0.646544
0.0 0.183805 0.870537 0.65094
0.0 -0.195585 -0.627626 -0.239922
0.0 0.071722 0.229332 -0.153618
0.0 -2.0E-6 1.1E-5 1.74E-4
Connection closed!
2.6838 -0.015095 0.010357 -0.106858
0.0 0.015127 -0.010357 0.105114
0.0 -2.0E-6 1.1E-5 1.74E-4
2.034132 -0.038488 -0.124454 -0.020448
0.0 0.038533 0.124542 0.019094
2.034132 -0.038488 -0.124454 -0.020448
0.0 0.038533 0.124542 0.019094
0.902874 -0.071707 -0.229527 0.151595
1.830239 0.033227 0.104969 -0.17271
0.0 0.038533 0.124542 0.019094
2.034132 -0.038488 -0.124454 -0.020448
0.0 0.038533 0.124542 0.019094
1.749212 0.023392 0.134823 -0.086236
0.0 -0.023417 -0.134911 0.085927
0.0 -2.0E-6 1.1E-5 1.74E-4
0.0 -0.03322 -0.105061 0.172217
2.739527 -0.005256 -0.01939 -0.193741
0.0 0.038533 0.124542 0.019094
1.749212 0.023392 0.134823 -0.086236
0.0 0.0 8.0E-6 2.1E-4
0.0 -0.023417 -0.134911 0.085927
0.0 -0.009827 0.029751 0.085806
1.835045 0.033154 0.104816 -0.173209
2.034998 -0.038452 -0.12431 -0.020562

58.75
